Data ID	Sub System	Name	ADC No	Packet Type	Packet Subtype	Decode Type	Decode ID1	Decode ID2	Decode ID3	Decode ID4	Raw Format	Eng Format	Eng Eq Type	Eng K1	Eng K2	Sci Units	Sci Format	Sci Eq Type	Sci From Eng	Sci K1	Sci K2	Sci K3	Sci K4	Sci K5	Sci K6	Sci K7	Sci K8	Mux Ch	Limit Type 1	Yellow Limit 1	Red Limit 1	Limit Type 2	Yellow Limit 2	Red Limit 2
50	SEB	FIL_VDAC_SET	0	22	0	1	124	1	0xFF	0	%02X	%1.0f	0	0	1	V	%.4f	1	FALSE	0	0.019607843	0	0	0	0	0	0	0	0	0	0	0	0	0
51	SEB	DET_A_THR_SET	0	22	0	1	126	1	0xFF	0	%02X	%1.0f	0	0	1	V	%.4f	1	FALSE	0	0.019607843	0	0	0	0	0	0	0	0	0	0	0	0	0
52	SEB	DET_B_THR_SET	0	22	0	1	125	1	0xFF	0	%02X	%1.0f	0	0	1	V	%.4f	1	FALSE	0	0.019607843	0	0	0	0	0	0	0	0	0	0	0	0	0
53	SEB	FOC_A_SRCA_DAC6_SET	0	22	0	1	127	1	0xFF	0	%02X	%1.0f	0	0	1	V	%.4f	1	FALSE	-100	0.392156863	0	0	0	0	0	0	0	0	0	0	0	0	0
54	SEB	FOC_A_SRCB_DAC7_SET	0	22	0	1	128	1	0xFF	0	%02X	%1.0f	0	0	1	V	%.4f	1	FALSE	-100	0.392156863	0	0	0	0	0	0	0	0	0	0	0	0	0
55	SEB	GC_EC_DAC8_SET	0	22	0	1	129	2	0xFFFF	0	%03X	%1.0f	0	0	1	V	%.4f	1	FALSE	-230	0.112332112	0	0	0	0	0	0	0	0	0	0	0	0	0
56	SEB	LDI_EC_DAC9_SET	0	22	0	1	131	2	0xFFFF	0	%03X	%1.0f	0	0	1	V	%.4f	1	FALSE	-230	0.112332112	0	0	0	0	0	0	0	0	0	0	0	0	0
57	SEB	OUT_A_DAC10_SET	0	22	0	1	133	2	0xFFFF	0	%03X	%1.0f	0	0	1	V	%.4f	1	FALSE	-100	0.048840049	0	0	0	0	0	0	0	0	0	0	0	0	0
58	SEB	ION_REP_DAC11_SET	0	22	0	1	135	2	0xFFFF	0	%03X	%1.0f	0	0	1	V	%.4f	1	FALSE	10	-0.004884005	0	0	0	0	0	0	0	0	0	0	0	0	0
59	SEB	ROD_BIAS_DAC12_SET	0	22	0	1	137	2	0xFFFF	0	%03X	%1.0f	0	0	1	V	%.4f	1	FALSE	-230	0.112332112	0	0	0	0	0	0	0	0	0	0	0	0	0
60	SEB	RF_AMP_DAC13_SET	0	22	0	1	139	2	0xFFFF	0	%04X	%1.0f	0	0	1	V	%.4f	1	FALSE	2505.117325	-0.038366765	0	0	0	0	0	0	0	0	0	0	0	0	0
61	SEB	AUX_AMP_DAC15_SET	0	22	0	1	141	2	0xFFFF	0	%04X	%1.0f	0	0	1	V	%.4f	1	FALSE	0	0.000610361	0	0	0	0	0	0	0	0	0	0	0	0	0
62	SEB	RF_AMP_MON	0	22	0	1	143	2	0xFFFF	0	%04X	%.2f	1	-5	0.000152588	V	%.4f	1	TRUE	-8.9448	-255.3011	0	0	0	0	0	0	0	0	0	0	0	0	0
63	SEB	RF_MEAS_TIME_RDBK	0	22	0	1	145	2	0xFFFF	0	%04X	%.2f	0	0	1		%1.0f	0	FALSE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
64	SEB	RF_FREQ_MEAS	0	22	0	1	147	3	0xFFFFFF	0	%06X	%.2f	0	0	1		%1.0f	0	FALSE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
65	SEB	SEQ_MARK	0	22	0	1	150	1	0xFF	0	%02X	%.2f	0	0	1	Mark	%1.0f	0	FALSE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
66	SEB	RAM_EDAC_SCRUB_CNTR	0	22	0	1	151	1	0xC0	6	%d	%1.0f	0	0	1		%1.0f	0	FALSE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
67	SEB	RAM_EDAC_CORRECTIONS	0	22	0	1	151	1	0x30	4	%d	%1.0f	0	0	1		%1.0f	0	FALSE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
68	SEB	RAM_SCRUB_ACTIVE	0	22	0	1	151	1	0x08	3	%d	%1.0f	0	0	1		%1.0f	0	FALSE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
69	SEB	RAM_INIT_DONE	0	22	0	1	151	1	0x04	2	%d	%1.0f	0	0	1		%1.0f	0	FALSE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
70	SEB	SEQ_STATUS_UNUSED	0	22	0	1	151	1	0x02	1	%d	%1.0f	0	0	1		%1.0f	0	FALSE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
71	SEB	SEQUENCE_RUNNING	0	22	0	1	151	1	0x01	0	%d	%1.0f	0	0	1		%1.0f	0	FALSE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
72	SEB	ASYNC_TX_FIFO_UNCORRECT_ERR	0	22	0	1	152	2	0xC000	14	%d	%1.0f	0	0	1		%1.0f	0	FALSE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
73	SEB	RX_PKT_FIFO_UNCORRECT_ERR	0	22	0	1	152	2	0x3000	12	%d	%1.0f	0	0	1		%1.0f	0	FALSE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
74	SEB	SCI_PKT_FIFO_UNCORRECT_ERR	0	22	0	1	152	2	0x0C00	10	%d	%1.0f	0	0	1		%1.0f	0	FALSE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
75	SEB	ACK_PKT_FIFO_UNCORRECT_ERR	0	22	0	1	152	2	0x0300	8	%d	%1.0f	0	0	1		%1.0f	0	FALSE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
76	SEB	HK_PKT_FIFO_UNCORRECT_ERR	0	22	0	1	152	2	0x00C0	6	%d	%1.0f	0	0	1		%1.0f	0	FALSE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
77	SEB	CMD_FIFO_UNCORRECT_ERR	0	22	0	1	152	2	0x0030	4	%d	%1.0f	0	0	1		%1.0f	0	FALSE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
78	SEB	SEQ_RAM_UNCORRECT_ERR	0	22	0	1	152	2	0x000C	2	%d	%1.0f	0	0	1		%1.0f	0	FALSE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
79	SEB	ASYNC_RX_FIFO_UNCORRECT_ERR	0	22	0	1	152	2	0x0003	0	%d	%1.0f	0	0	1		%1.0f	0	FALSE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
80	SEB	SCI_PKT_ENA	0	22	0	1	154	1	0x20	5	%d	%1.0f	0	0	1		%1.0f	0	FALSE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
81	SEB	SCAN_STATUS_PKT_ENA	0	22	0	1	154	1	0x10	4	%d	%1.0f	0	0	1		%1.0f	0	FALSE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
82	SEB	DDS_DUMP_PKT_ENA	0	22	0	1	154	1	0x08	3	%d	%1.0f	0	0	1		%1.0f	0	FALSE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
83	SEB	SEQ_DUMP_PKT_ENA	0	22	0	1	154	1	0x04	2	%d	%1.0f	0	0	1		%1.0f	0	FALSE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
84	SEB	HK_PKT_ENA	0	22	0	1	154	1	0x02	1	%d	%1.0f	0	0	1		%1.0f	0	FALSE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
85	SEB	ACK_PKT_ENA	0	22	0	1	154	1	0x01	0	%d	%1.0f	0	0	1		%1.0f	0	FALSE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
86	SEB	BIN_TIME_RDBK	0	22	0	1	155	2	0xFFFF	0	%04X	%1.0f	0	0	1	us	%.1f	1	FALSE	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0
87	SEB	ASYNC_TX_FIFO_CORRECT_ERR	0	22	0	1	157	2	0xC000	14	%d	%1.0f	0	0	1		%1.0f	0	FALSE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
88	SEB	RX_PKT_FIFO_CORRECT_ERR	0	22	0	1	157	2	0x3000	12	%d	%1.0f	0	0	1		%1.0f	0	FALSE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
89	SEB	SCI_PKT_FIFO_CORRECT_ERR	0	22	0	1	157	2	0x0C00	10	%d	%1.0f	0	0	1		%1.0f	0	FALSE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
90	SEB	ACK_PKT_FIFO_CORRECT_ERR	0	22	0	1	157	2	0x0300	8	%d	%1.0f	0	0	1		%1.0f	0	FALSE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
91	SEB	HK_PKT_FIFO_CORRECT_ERR	0	22	0	1	157	2	0x00C0	6	%d	%1.0f	0	0	1		%1.0f	0	FALSE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
92	SEB	CMD_FIFO_CORRECT_ERR	0	22	0	1	157	2	0x0030	4	%d	%1.0f	0	0	1		%1.0f	0	FALSE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
93	SEB	SEQ_RAM_CORRECT_ERR	0	22	0	1	157	2	0x000C	2	%d	%1.0f	0	0	1		%1.0f	0	FALSE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
94	SEB	ASYNC_RX_FIFO_CORRECT_ERR	0	22	0	1	157	2	0x0003	0	%d	%1.0f	0	0	1		%1.0f	0	FALSE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
95	SEB	DDS_STATE_ON	0	22	0	1	159	1	0x04	2	%d	%1.0f	0	0	1		%1.0f	0	FALSE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
96	SEB	DDS_STATE_ACTIVE	0	22	0	1	159	1	0x02	1	%d	%1.0f	0	0	1		%1.0f	0	FALSE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
97	SEB	DDS_STATE_PHASE_LOCK	0	22	0	1	159	1	0x01	0	%d	%1.0f	0	0	1		%1.0f	0	FALSE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
98	SEB	TUNING_WORD_RDBK	0	22	0	1	160	3	0xFFFFFF	0	%06X	%1.0f	0	0	1		%1.0f	1	FALSE	0	0.298023224	0	0	0	0	0	0	0	0	0	0	0	0	0
99	SEB	PHASE_OFFSET_RDBK	0	22	0	1	163	3	0xFFFFFF	0	%06X	%1.0f	0	0	1		%1.0f	1	FALSE	0	2.14577E-05	0	0	0	0	0	0	0	0	0	0	0	0	0
100	SEB	PHASE_CYCLE_RDBK	0	22	0	1	166	1	0xFF	0	%02X	%1.0f	0	0	1		%1.0f	0	FALSE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
101	SEB	DIG_STATUS_COUNTER	0	22	0	1	167	2	0x0060	5	%d	%1.0f	0	0	1		%1.0f	0	FALSE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
102	SEB	DIG_STATUS_IS_FIL_B_ON	0	22	0	1	167	2	0x0010	4	%d	%1.0f	0	0	1		%1.0f	0	FALSE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
103	SEB	DIG_STATUS_5KV1_ON	0	22	0	1	167	2	0x0008	3	%d	%1.0f	0	0	1		%1.0f	0	FALSE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
104	SEB	DIG_STATUS_5KV2_ON	0	22	0	1	167	2	0x0004	2	%d	%1.0f	0	0	1		%1.0f	0	FALSE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
105	SEB	DIG_STATUS_IS_FIL_A_ON	0	22	0	1	167	2	0x0002	1	%d	%1.0f	0	0	1		%1.0f	0	FALSE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
106	SEB	DIG_STATUS_HV_OSC_ON	0	22	0	1	167	2	0x0001	0	%d	%1.0f	0	0	1		%1.0f	0	FALSE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
107	SEB	RAMP_STATUS	0	22	0	1	169	1	0x01	0	%d	%1.0f	0	0	1		%1.0f	0	FALSE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
108	SEB	CMDS_RECEIVED	0	22	0	1	170	2	0xFFFF	0	%04X	%1.0f	0	0	1		%1.0f	0	FALSE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
109	SEB	CMDS_EXECUTED	0	22	0	1	172	2	0xFFFF	0	%04X	%1.0f	0	0	1		%1.0f	0	FALSE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
110	SEB	CMDS_REJECTED	0	22	0	1	174	2	0xFFFF	0	%04X	%1.0f	0	0	1		%1.0f	0	FALSE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
111	SEB	SEQ_CMDS_EXECUTED	0	22	0	1	176	2	0xFFFF	0	%04X	%1.0f	0	0	1		%1.0f	0	FALSE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
112	SEB	SEQ_CMDS_REJECTED	0	22	0	1	178	2	0xFFFF	0	%04X	%1.0f	0	0	1		%1.0f	0	FALSE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
113	SEB	SEQUENCE_ID	0	22	0	1	180	2	0xFFFF	0	%04X	%1.0f	0	0	1		%1.0f	0	FALSE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
114	SEB	SEQUENCE_BYTES	0	22	0	1	182	2	0xFFFF	0	%04X	%1.0f	0	0	1	Bytes	%1.0f	0	FALSE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
115	SEB	PAUSE_REG_RDBK_0	0	22	0	1	184	2	0xFFFF	0	%04X	%1.0f	1	0	1	ms	%.2f	1	TRUE	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0
116	SEB	PAUSE_REG_RDBK_1	0	22	0	1	186	2	0xFFFF	0	%04X	%1.0f	1	0	1	ms	%.2f	1	TRUE	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0
117	SEB	PAUSE_REG_RDBK_2	0	22	0	1	188	2	0xFFFF	0	%04X	%1.0f	1	0	1	ms	%.2f	1	TRUE	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0
118	SEB	PAUSE_REG_RDBK_3	0	22	0	1	190	2	0xFFFF	0	%04X	%1.0f	1	0	1	ms	%.2f	1	TRUE	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0
119	SEB	PAUSE_REG_RDBK_4	0	22	0	1	192	2	0xFFFF	0	%04X	%1.0f	1	0	1	ms	%.2f	1	TRUE	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0
120	SEB	PAUSE_REG_RDBK_5	0	22	0	1	194	2	0xFFFF	0	%04X	%1.0f	1	0	1	ms	%.2f	1	TRUE	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0
121	SEB	PAUSE_REG_RDBK_6	0	22	0	1	196	2	0xFFFF	0	%04X	%1.0f	1	0	1	ms	%.2f	1	TRUE	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0
122	SEB	PAUSE_REG_RDBK_7	0	22	0	1	198	2	0xFFFF	0	%04X	%1.0f	1	0	1	ms	%.2f	1	TRUE	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0
123	SEB	HK_SAMPLE_TIME	0	22	0	1	200	1	0xFF	0	%02X	%1.0f	0	0	1	ms	%1.0f	0	FALSE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
124	SEB	HK_TABLE_ID	0	22	0	1	201	1	0xFF	0	%02X	%1.0f	0	0	1		%1.0f	0	FALSE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
125	SEB	DDS_BLOCK_SIZE	0	22	0	1	202	1	0xFF	0	%02X	%1.0f	0	0	1		%1.0f	0	FALSE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
126	SEB	DDS_WAVE_SELECT	0	22	0	1	203	1	0xFF	0	%02X	%1.0f	0	0	1		%1.0f	0	FALSE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
127	SEB	FPGA_VERSION	0	22	0	1	204	1	0xFF	0	%02X	%1.0f	0	0	1		%1.0f	0	FALSE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
128	SEB	TM_OVERRUN_PKTS_SKIPPED	0	22	0	1	205	2	0xFFFF	0	%04X	%1.0f	0	0	1		%1.0f	0	FALSE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
200	SEB	SCN_RF_FREQ_MEASURE	0	25	0	1	6	3	0xFFFFFF	0	%06X	%1.0f	1	0	1		%1.0f	1	FALSE	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
