source_id	hk_id	name	prefix	bdu_name	sci_name	measure	unit	mined	rate	scaling	offset	digits	alarm_enable	lolo_limit	lo_limit	hi_limit	hihi_limit	warn_enable	average	deadband	alarm_actions	alarm_action_1	alarm_action_2	alarm_action_3	warn_actions	warn_action_1	warn_action_2	warn_action_3	LIMIT_TYPE_1	YELLOW_LIMIT_1	RED_LIMIT_1	LIMIT_TYPE_2	YELLOW_LIMIT_2	RED_LIMIT_2
1	61	MasterCam PlateCube DriftY	LSR			location	um	1	0.017	1	0	3	0	0	0	0	0	0	1	0	0				0									
1	62	MasterCam PlateCube PowPk	LSR				counts	1	0.017	1	0	3	0	0	0	0	0	0	1	0	0				0									
1	63	MasterCam PlateCube PowTotal	LSR					0	0.017	1	0	0	0	0	0	0	0	0	0	0	0				0									
1	64	MasterCam PlateCube CentroidX	LSR			location	um	1	0.017	1	0	3	0	0	0	0	0	0	1	0	0				0									
1	65	MasterCam PlateCube CentroidY	LSR			location	um	1	0.017	1	0	3	0	0	0	0	0	0	1	0	0				0									
1	66	MasterCam PlateCube CrossSectionArea	LSR					0	0.017	1	0	0	0	0	0	0	0	0	0	0	0				0									
1	67	MasterCam PlateCube PkLocX	LSR			location	um	1	0.017	1	0	3	0	0	0	0	0	0	1	0	0				0									
1	68	MasterCam PlateCube PkLocY	LSR			location	um	1	0.017	1	0	3	0	0	0	0	0	0	1	0	0				0									
1	69	MasterCam Laser Drift	LSR			location	um	1	0.017	1	0	3	0	0	0	0	0	0	0	0	0				0									
1	70	MasterCam Laser DriftX	LSR			location	um	1	0.017	1	0	3	0	0	0	0	0	0	0	0	0				0									
1	71	MasterCam Laser DriftY	LSR			location	um	1	0.017	1	0	3	0	0	0	0	0	0	0	0	0				0									
1	72	MasterCam Laser PowPk	LSR				counts	1	0.017	1	0	3	0	0	0	0	0	0	0	0	0				0									
1	73	MasterCam Laser PowTotal	LSR					1	0.017	1	0	0	0	0	0	0	0	0	0	0	0				0									
1	74	MasterCam Laser CentroidX	LSR			location	um	1	0.017	1	0	3	0	0	0	0	0	0	0	0	0				0									
1	75	MasterCam Laser CentroidY	LSR			location	um	1	0.017	1	0	3	0	0	0	0	0	0	0	0	0				0									
1	76	MasterCam Laser CrossSectionArea	LSR					0	0.017	1	0	0	0	0	0	0	0	0	0	0	0				0									
1	77	MasterCam Laser PkLocX	LSR			location	um	1	0.017	1	0	3	0	0	0	0	0	0	0	0	0				0									
1	78	MasterCam Laser PkLocY	LSR			location	um	1	0.017	1	0	3	0	0	0	0	0	0	0	0	0				0									
1	79	NearFieldCam CentroidX	LSR			location	um	1	0.017	1	0	3	0	0	0	0	0	0	0	0	0				0									
1	80	NearFieldCam CentroidY	LSR			location	um	1	0.017	1	0	3	0	0	0	0	0	0	0	0	0				0									
1	81	NearFieldCam D4SigmaX	LSR			location	um	1	0.017	1	0	3	0	0	0	0	0	0	0	0	0				0									
1	82	NearFieldCam D4SigmaY	LSR			location	um	1	0.017	1	0	3	0	0	0	0	0	0	0	0	0				0									
1	83	NearFieldCam PerOfPkX	LSR			percent	%	1	0.017	1	0	3	0	0	0	0	0	0	0	0	0				0									
1	84	NearFieldCam PerOfPkY	LSR			percent	%	1	0.017	1	0	3	0	0	0	0	0	0	0	0	0				0									
1	85	UPS Battery	LSR			percent	%	1	0.017	1	0	3	1	70	90	101	101	1	0	0	1	0			1	1								
1	86	UPS State	LSR			binary		1	0.017	1	0	3	0	0	0	0	0	0	0	0	0				0									
1	87	Laser PRF	LSR			frequency	Hz	1	0.017	1	0	0	0	0	0	0	0	0	0	0	0				0									
1	88	Start Pulse Power	LSR			power	nW	1	0.017	1.00E+09	0	0	0	0	0	0	0	0	1	60	0				0									
1	89	BDU Current 12V PS	BDU	bdu_Current_12V_PS		current	A	1	0.017	10	0	3	0	0	0	0	0	0	0	0	0				0									
1	90	BDU HV Monitor	BDU	bdu_HV_MON		voltage	kV	1	0.017	1.6	0	3	0	0	0	0	0	0	0	0	0				0									
1	91	BDU Pres Sensor 1	BDU	Pressure Sensor 1		pressure	atm	1	0.017	1	0	3	0	0	0	0	0	0	0	0	0				0									
1	92	BDU Pres Sensor 2	BDU	Pressure Sensor 2		pressure	atm	1	0.017	1	0	3	0	0	0	0	0	0	0	0	0				0									
1	93	BDU QSD PCB Temp Monitor	BDU	QSD PCB Temp		temperature	C	1	0.017	16	-0.3125	3	0	0	0	0	0	0	0	0	0				0									
1	94	BDU QS Temp Monitor	BDU	QS Temp		temperature	C	1	0.017	16	-0.3125	3	0	0	0	0	0	0	0	0	0				0									
1	95	BDU Bench Temp	BDU	bdu_T_BENCH		temperature	C	1	0.017	1	0	3	0	0	0	0	0	0	0	0	0				0									
1	96	BDU Crystal Temp	BDU	bdu_T_CRYSTAL		temperature	C	1	0.017	1	0	3	0	0	0	0	0	0	0	0	0				0									
1	97	MasterCam RefDiode PowTotal	LSR					0	0.017	1	0	0	0	0	0	0	0	0	0	0	0				0									
1	98	MasterCam RefDiode CrossSection	LSR					0	0.017	1	0	0	0	0	0	0	0	0	0	0	0				0									
1	99	MasterCam Laser DivX	LSR			angle	uRad	1	0.017	1	0	3	0	0	0	0	0	0	0	0	0				0									
1	100	MasterCam Laser DivY	LSR			angle	uRad	1	0.017	1	0	3	0	0	0	0	0	0	0	0	0				0									
1	101	MasterCam Laser Pow%InAperture	LSR			percent	%	1	0.017	1	0	3	0	0	0	0	0	0	0	0	0				0									
1	102	MasterCam Laser D4SigmaX	LSR			location	um	1	0.017	1	0	3	0	0	0	0	0	0	0	0	0				0									
1	103	MasterCam Laser D4SigmaY	LSR			location	um	1	0.017	1	0	3	0	0	0	0	0	0	0	0	0				0									
1	104	MasterCam Laser PerOfPkX	LSR			percent	%	1	0.017	1	0	3	0	0	0	0	0	0	0	0	0				0									
1	105	MasterCam Laser PerOfPkY	LSR			percent	%	1	0.017	1	0	3	0	0	0	0	0	0	0	0	0				0									
1	106	Room % Humidity	LSR			humidity	%	1	0.017	1	0	3	0	30	32	68	70	1	0	0	0				0									
1	107	Room Dew Point	LSR			temperature	C	1	0.017	0.555556	32	3	0	0	0	0	0	0	1	0	0				0									
1	108	Room Temp	LSR			temperature	C	1	0.017	0.555556	32	3	1	0	60	75	0	0	1	0	0				0									
1	109	Not Used	LSR					0	0.017	1	0	0	0	0	0	0	0	0	0	0	0				0									
1	110	BDU Energy P	LSR			energy	mJ	1	0.017	1000	0	3	0	0	0	0	0	0	0	0	0				0									
1	111	BDU Energy P Variance	LSR			energy	mJ	1	0.017	1000000000	0	3	0	0	0	0	0	0	0	0	0				0									
1	112	BDU Energy S	LSR			energy	mJ	1	0.017	1000	0	3	0	0	0	0	0	0	0	0	0				0									
1	113	BDU Energy S Variance	LSR			energy	mJ	1	0.017	1000000000	0	3	0	0	0	0	0	0	0	0	0				0									
1	114	Energy Monitor	LSR			energy	mJ	1	0.017	45000	0	3	1	0	10	11	11.5	1	1	60	2	0	1		1	1								
1	115	Energy Monitor Variance	LSR			energy	mJ	1	0.017	1000000000	0	3	0	0	0	0	0	0	1	0	0				0									
1	116	BDU Input Energy	LSR			energy	mJ	1	0.017	1000	0	3	0	0	0	0	0	0	1	0	0				0									
1	117	BDU Input Energy Variance	LSR			energy	mJ	1	0.017	1000000000	0	3	0	0	0	0	0	0	1	0	0				0									
1	118	LDA Current Meas	LSR			current	amp	1	0.017	1	0	3	0	0	0	0	0	0	0	0	0				0									
1	119	LDA Current PW	LSR			time	us	1	0.017	1	0	3	0	0	0	0	0	0	0	0	0				0									
1	120	LDA Current eDrive	LSR			current	amp	1	0.017	1	0	3	0	0	0	0	0	0	0	0	0				0									
1	121	LDA Current PW eDrive	LSR			time	us	1	0.017	1	0	3	0	0	0	0	0	0	0	0	0				0									
1	122	Not Used	LSR			time	us	0	0.017	1	0	3	0	0	0	0	0	0	0	0	0				0									
1	123	PM100D.14035_Freq	LSR			frequency	Hz	0	0.017	1	0	3	0	0	90	115	0	0	0	0	0				0									
1	124	PM100D.14035_Pwr	LSR			power	nW	0	0.017	1000000000	0	3	1	0	76.5	115	0	0	1	60	0				0									
1	125	NearFieldCam Drift	LSR					1	0.017	1	0	0	0	0	0	0	0	0	0	0	0				0									
1	126	NearFieldCam DriftX	LSR					1	0.017	1	0	0	0	0	0	0	0	0	0	0	0				0									
1	127	NearFieldCam DriftY	LSR					1	0.017	1	0	0	0	0	0	0	0	0	0	0	0				0									
1	128	NearFieldCam PowPk	LSR					1	0.017	1	0	0	0	0	0	0	0	0	0	0	0				0									
1	129	NearFieldCam PkLocX	LSR					1	0.017	1	0	0	0	0	0	0	0	0	0	0	0				0									
1	130	NearFieldCam PkLocY	LSR					1	0.017	1	0	0	0	0	0	0	0	0	0	0	0				0									
1	131	NearFieldCam_B Drift	LSR					0	0.017	1	0	0	0	0	0	0	0	0	0	0	0				0									
1	132	NearFieldCam_B DriftX	LSR					0	0.017	1	0	0	0	0	0	0	0	0	0	0	0				0									
1	133	NearFieldCam_B DriftY	LSR					0	0.017	1	0	0	0	0	0	0	0	0	0	0	0				0									
1	134	NearFieldCam_B Pow_Pk	LSR					0	0.017	1	0	0	0	0	0	0	0	0	0	0	0				0									
1	135	NearFieldCam_B Spa_CentroidX	LSR					0	0.017	1	0	0	0	0	0	0	0	0	0	0	0				0									
1	136	NearFieldCam_B Spa_CentroidY	LSR					0	0.017	1	0	0	0	0	0	0	0	0	0	0	0				0									
1	137	NearFieldCam_B Spa_PkLocX	LSR					0	0.017	1	0	0	0	0	0	0	0	0	0	0	0				0									
1	138	NearFieldCam_B Spa_PkLocY	LSR					0	0.017	1	0	0	0	0	0	0	0	0	0	0	0				0									
1	139	NearFieldCam_C Drift	LSR					0	0.017	1	0	0	0	0	0	0	0	0	0	0	0				0									
1	140	NearFieldCam_C DriftX	LSR					0	0.017	1	0	0	0	0	0	0	0	0	0	0	0				0									
1	141	NearFieldCam_C DriftY	LSR					0	0.017	1	0	0	0	0	0	0	0	0	0	0	0				0									
1	142	NearFieldCam_C Pow_Pk	LSR					0	0.017	1	0	0	0	0	0	0	0	0	0	0	0				0									
1	143	NearFieldCam_C Spa_CentroidX	LSR					0	0.017	1	0	0	0	0	0	0	0	0	0	0	0				0									
1	144	NearFieldCam_C Spa_CentroidY	LSR					0	0.017	1	0	0	0	0	0	0	0	0	0	0	0				0									
1	145	NearFieldCam_C Spa_PkLocX	LSR					0	0.017	1	0	0	0	0	0	0	0	0	0	0	0				0									
1	146	NearFieldCam_C Spa_PkLocY	LSR					0	0.017	1	0	0	0	0	0	0	0	0	0	0	0				0									
1	147	NearFieldCam_D Div_AngleXMajor	LSR					0	0.017	1	0	0	0	0	0	0	0	0	0	0	0				0									
1	148	NearFieldCam_D Div_AngleYMinor	LSR					0	0.017	1	0	0	0	0	0	0	0	0	0	0	0				0									
1	149	NearFieldCam_D Drift	LSR					0	0.017	1	0	0	0	0	0	0	0	0	0	0	0				0									
1	150	NearFieldCam_D DriftX	LSR					0	0.017	1	0	0	0	0	0	0	0	0	0	0	0				0									
1	151	NearFieldCam_D DriftY	LSR					0	0.017	1	0	0	0	0	0	0	0	0	0	0	0				0									
1	152	NearFieldCam_D Pow_PercentInAperture	LSR					0	0.017	1	0	0	0	0	0	0	0	0	0	0	0				0									
1	153	NearFieldCam_D Pow_Pk	LSR					0	0.017	1	0	0	0	0	0	0	0	0	0	0	0				0									
1	154	NearFieldCam_D Spa_CentroidX	LSR					0	0.017	1	0	0	0	0	0	0	0	0	0	0	0				0									
1	155	NearFieldCam_D Spa_CentroidY	LSR					0	0.017	1	0	0	0	0	0	0	0	0	0	0	0				0									
1	156	NearFieldCam_D Spa_D4SigmaMajor	LSR					0	0.017	1	0	0	0	0	0	0	0	0	0	0	0				0									
1	157	NearFieldCam_D Spa_D4SigmaMinor	LSR					0	0.017	1	0	0	0	0	0	0	0	0	0	0	0				0									
1	158	NearFieldCam_D Spa_PerOfPkMajor	LSR					0	0.017	1	0	0	0	0	0	0	0	0	0	0	0				0									
1	159	NearFieldCam_D Spa_PerOfPkMinor	LSR					0	0.017	1	0	0	0	0	0	0	0	0	0	0	0				0									
1	160	NearFieldCam_D Spa_PkLocX	LSR					0	0.017	1	0	0	0	0	0	0	0	0	0	0	0				0									
1	161	NearFieldCam_D Spa_PkLocY	LSR					0	0.017	1	0	0	0	0	0	0	0	0	0	0	0				0									
1	162	Polar Emax	LSR			energy	mJ	1	0.017	1	0	0	0	0	0	0	0	0	0	0	0				0									
1	163	Polar Emax Ref	LSR			energy	mJ	1	0.017	1	0	0	0	0	0	0	0	0	0	0	0				0									
1	164	Polar Emin	LSR			energy	uJ	1	0.017	1	0	0	0	0	0	0	0	0	0	0	0				0									
1	165	Polar Emin Ref	LSR			energy	mJ	1	0.017	1	0	0	0	0	0	0	0	0	0	0	0				0									
1	166	Polar Ratio	LSR					1	0.017	1	0	0	0	0	0	0	0	0	0	0	0				0									
1	167	MasterCam RefDiode Offset	LSR			distance	um	1	0.017	1	0	3	0	0	0	0	0	0	1	0	0				0									
1	168	MasterCam RefDiode OffsetX	LSR			distance	um	1	0.017	1	0	3	0	0	0	0	0	0	1	0	0				0									
1	169	MasterCam RefDiode OffsetY	LSR			distance	um	1	0.017	1	0	3	0	0	0	0	0	0	1	0	0				0									
1	170	MasterCam BoxCube Offset	LSR			distance	um	1	0.017	1	0	3	0	0	0	0	0	0	1	0	0				0									
1	171	MasterCam BoxCube OffsetX	LSR			distance	um	1	0.017	1	0	3	0	0	0	0	0	0	1	0	0				0									
1	172	MasterCam BoxCube OffsetY	LSR			distance	um	1	0.017	1	0	3	0	0	0	0	0	0	1	0	0				0									
1	173	MasterCam PlateCube Offset	LSR			distance	um	1	0.017	1	0	3	0	0	0	0	0	0	1	0	0				0									
1	174	MasterCam PlateCube OffsetX	LSR			distance	um	1	0.017	1	0	3	0	0	0	0	0	0	1	0	0				0									
1	175	MasterCam PlateCube OffsetY	LSR			distance	um	1	0.017	1	0	3	0	0	0	0	0	0	1	0	0				0									
1	176	MasterCam Laser Offset	LSR			distance	um	1	0.017	1	0	3	0	0	0	0	0	0	0	0	0				0									
1	177	MasterCam Laser OffsetX	LSR			distance	um	1	0.017	1	0	3	0	0	0	0	0	0	0	0	0				0									
1	178	MasterCam Laser OffsetY	LSR			distance	um	1	0.017	1	0	3	0	0	0	0	0	0	0	0	0				0									
1	179	Start Pulse energy	LSR			energy	mJ	1	0.017	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						
1	180	LAS_T_COOLANT	LSR			temperature	C	1	0.017	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						
1	181	LAS_T_ENERGY_MON	LSR			temperature	C	1	0.017	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						
1	182	LAS_T_LASER_BOX	LSR			temperature	C	1	0.017	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						
1	183	LAS_T_LASER_PLATE	LSR			temperature	C	1	0.017	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						
1	184	LAS_T_PARABOLA	LSR			temperature	C	1	0.017	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						
1	185	Strt Pulse PkPk	LSR			voltage	mV	1	0.017	1000	0	3	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0						
1	186	Strt Pulse PkPk	LSR			voltage	mV	1	0.017	1000	0	3	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0						
1	187	Peak 1 BDU On	LSR			voltage	mV	1	0.017	1000	0	3	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0						
1	188	Peak 2 BDU On	LSR			voltage	mV	1	0.017	1000	0	3	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0						
1	189	bduMasterCam_A Spa_CentroidX	LSR					1	0.017	1	0	3	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0						
1	190	bduMasterCam_A Spa_CentroidY	LSR					1	0.017	1	0	3	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0						
1	191	bduMasterCam_A Spa_D4SigmaMajor	LSR					1	0.017	1	0	3	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0						
1	192	bduMasterCam_A Spa_D4SigmaMinor	LSR					1	0.017	1	0	3	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0						
1	193	bduMasterCam_A Spa_PerOfPkMajor	LSR					0	0.017	1	0	3	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0						
1	194	bduMasterCam_A Spa_PerOfPkMinor	LSR					0	0.017	1	0	3	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0						
1	195	BDU On Contrast	LSR				ratio	1	0.017	1	0	3	0	0	0	0	0	0	1	0	3	0	0	0	3	0	0	0						
1	196	BDU Off Contrast	LSR				ratio	1	0.017	1	0	3	0	0	0	0	0	0	1	0	3	0	0	0	3	0	0	0						
1	197	Peak 1 BDU Off	LSR			voltage	mV	1	0.017	1000	0	3	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0						
1	198	Peak 2 BDU Off	LSR			voltage	mV	1	0.017	1000	0	3	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0						
1	199	bduMasterCam_A Drift	LSR			distance	um	0	0.017	1	0	3	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0						
1	200	bduMasterCam_A DriftX	LSR			distance	um	0	0.017	1	0	3	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0						
1	201	bduMasterCam_A DriftY	LSR			distance	um	0	0.017	1	0	3	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0						
1	202	bduMasterCam_A Offset	LSR			distance	um	0	0.017	1	0	3	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0						
1	203	bduMasterCam_A OffsetX	LSR			distance	um	0	0.017	1	0	3	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0						
1	204	bduMasterCam_A OffsetY	LSR			distance	um	0	0.017	1	0	3	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0						
1	205	bduMasterCam_A Pow_Pk	LSR			distance	um	0	0.017	1	0	3	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0						
1	206	bduMasterCam_A Spa_PkLocX	LSR			distance	um	0	0.017	1	0	3	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0						
1	207	bduMasterCam_A Spa_PkLocY	LSR			distance	um	0	0.017	1	0	3	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0						
1	208	bduMasterCam_B Drift	LSR			distance	um	0	0.017	1	0	3	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0						
1	209	bduMasterCam_B DriftX	LSR			distance	um	0	0.017	1	0	3	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0						
1	210	bduMasterCam_B DriftY	LSR			distance	um	0	0.017	1	0	3	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0						
1	211	bduMasterCam_B Offset	LSR			distance	um	0	0.017	1	0	3	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0						
1	212	bduMasterCam_B OffsetX	LSR			distance	um	0	0.017	1	0	3	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0						
1	213	bduMasterCam_B OffsetY	LSR			distance	um	0	0.017	1	0	3	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0						
1	214	bduMasterCam_B Pow_Pk	LSR			distance	um	0	0.017	1	0	3	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0						
1	215	bduMasterCam_B Spa_PkLocX	BDU	OB P1 Cent X		distance	um	1	0.017	1	0	3	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0						
1	216	bduMasterCam_B Spa_PkLocY	BDU	OB P1 Cent Y		distance	um	1	0.017	1	0	3	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0						
1	217	bduMasterCam_C Drift	LSR			distance	um	0	0.017	1	0	3	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0						
1	218	bduMasterCam_C DriftX	LSR			distance	um	0	0.017	1	0	3	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0						
1	219	bduMasterCam_C DriftY	LSR			distance	um	0	0.017	1	0	3	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0						
