Sub System	Name	ADC No	Data ID	Packet Type	Packet Subtype	Decode Type	Decode ID1	Decode ID2	Decode ID3	Decode ID4	Raw Format	Eng Format	Eng Eq Type	Eng K1	Eng K2	Sci Units	Sci Format	Sci Eq Type	Sci From Eng	Sci K1	Sci K2	Sci K3	Sci K4	Sci K5	Sci K6	Sci K7	Sci K8	Mux Ch	Limit Type 1	Yellow Limit 1	Red Limit 1	Limit Type 2	Yellow Limit 2	Red Limit 2
SEB	PH_TEMP	0	11	22	0	224	10	2	0xFFFF	0	%04X	%.3f	3	3.28E+04	1.87E+04	C	%.2f	4	0	3.28E+04	1.87E+04	9.35E-04	2.21E-04	1.28E-07	0.00E+00	0.00E+00	0.00E+00	0	0x3	-56	-58	0x7	71	73
SEB	FB_TEMP	0	12	22	0	224	11	2	0xFFFF	0	%04X	%.3f	3	3.28E+04	1.87E+04	C	%.2f	4	0	3.28E+04	1.87E+04	9.35E-04	2.21E-04	1.28E-07	0.00E+00	0.00E+00	0.00E+00	0	0x3	-56	-58	0x7	71	73
SEB	DET_TEMP	0	13	22	0	224	12	2	0xFFFF	0	%04X	%.3f	3	3.28E+04	1.87E+04	C	%.2f	4	0	3.28E+04	1.87E+04	9.35E-04	2.21E-04	1.28E-07	0.00E+00	0.00E+00	0.00E+00	0	0x3	-56	-58	0x7	71	73
SEB	RF_PA_TEMP	0	14	22	0	224	13	2	0xFFFF	0	%04X	%.3f	3	3.28E+04	1.87E+04	C	%.2f	4	0	3.28E+04	1.87E+04	9.35E-04	2.21E-04	1.28E-07	0.00E+00	0.00E+00	0.00E+00	0	0x3	-56	-58	0x7	71	73
SEB	RF_CTRL_TEMP	0	15	22	0	224	14	2	0xFFFF	0	%04X	%.3f	3	3.28E+04	1.87E+04	C	%.2f	4	0	3.28E+04	1.87E+04	9.35E-04	2.21E-04	1.28E-07	0.00E+00	0.00E+00	0.00E+00	0	0x3	-56	-58	0x7	71	73
SEB	CTL_TEMP	0	16	22	0	224	15	2	0xFFFF	0	%04X	%.3f	3	3.28E+04	1.87E+04	C	%.2f	4	0	3.28E+04	1.87E+04	9.35E-04	2.21E-04	1.28E-07	0.00E+00	0.00E+00	0.00E+00	0	0x3	-56	-58	0x7	71	73
SEB	IS_EMON_A	0	17	22	0	224	16	2	0xFFFF	0	%04X	%.3f	1	-5.00E+00	1.53E-04	uA	%.4f	1	1	0.00E+00	2.00E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
SEB	IS_EMON_B	0	18	22	0	224	17	2	0xFFFF	0	%04X	%.3f	1	-5.00E+00	1.53E-04	uA	%.4f	1	1	0.00E+00	2.00E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
SEB	FIL_VMON	0	19	22	0	224	18	2	0xFFFF	0	%04X	%.3f	1	-5.00E+00	1.53E-04	V	%.3f	1	1	0.00E+00	1.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
SEB	FIL_IMON	0	20	22	0	224	19	2	0xFFFF	0	%04X	%.3f	1	-5.00E+00	1.53E-04	A	%.3f	1	1	0.00E+00	1.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
SEB	SPARE_GND2	0	21	22	0	224	20	2	0xFFFF	0	%04X	%.3f	1	0.00E+00	1.00E+00		%1.0f	1	1	0.00E+00	1.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
SEB	EM1(HV2-3)_VMON	0	22	22	0	224	21	2	0xFFFF	0	%04X	%.3f	1	-5.00E+00	1.53E-04	V	%.1f	1	1	0.00E+00	-1.00E+03	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
SEB	EM2(HV2-4)_VMON	0	23	22	0	224	22	2	0xFFFF	0	%04X	%.3f	1	-5.00E+00	1.53E-04	V	%.1f	1	1	0.00E+00	-1.00E+03	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
SEB	SRC_A_FOC_A(-100_HV1)_VMON	0	24	22	0	224	23	2	0xFFFF	0	%04X	%.3f	1	-5.00E+00	1.53E-04	V	%.3f	1	1	0.00E+00	-1.00E+02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
SEB	SRC_B_FOC_A(-100_HV2)_VMON	0	25	22	0	224	24	2	0xFFFF	0	%04X	%.3f	1	-5.00E+00	1.53E-04	V	%.3f	1	1	0.00E+00	-1.00E+02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
SEB	LDI_EC(HV1-2)_VMON	0	26	22	0	224	25	2	0xFFFF	0	%04X	%.3f	1	-5.00E+00	1.53E-04	V	%.3f	1	1	0.00E+00	-1.00E+02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
SEB	ROD_BIAS(HV1-3)_VMON	0	27	22	0	224	26	2	0xFFFF	0	%04X	%.3f	1	-5.00E+00	1.53E-04	V	%.3f	1	1	0.00E+00	-1.00E+02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
SEB	OUTPUT_A(EI_ACCEL)_VMON	0	28	22	0	224	27	2	0xFFFF	0	%04X	%.3f	1	-5.00E+00	1.53E-04	V	%.3f	1	1	0.00E+00	-1.00E+02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
SEB	CTL_+5VREF_VMON	0	29	22	0	224	28	2	0xFFFF	0	%04X	%.3f	1	-5.00E+00	1.53E-04	V	%.3f	1	1	0.00E+00	2.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
SEB	CTL_-5VREF_VMON	0	30	22	0	224	29	2	0xFFFF	0	%04X	%.3f	1	-5.00E+00	1.53E-04	V	%.3f	1	1	0.00E+00	2.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
SEB	RF_PRES_MON	0	31	22	0	224	30	2	0xFFFF	0	%04X	%.3f	1	-5.00E+00	1.53E-04	psi	%.3f	1	1	1.70E+00	5.03E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
SEB	EM-1_DAC0_REG_RDBK	0	32	22	0	1	99	1	0xFF	0	%02X	%1.0f	0	0.00E+00	1.00E+00	V	%.4f	1	0	9.91E+02	-1.55E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
SEB	EM-2_DAC1_REG_RDBK	0	33	22	0	1	100	1	0xFF	0	%02X	%1.0f	0	0.00E+00	1.00E+00	V	%.4f	1	0	9.94E+02	-1.56E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
SEB	IS_EDAC_REG_RDBK	0	34	22	0	1	101	1	0xFF	0	%02X	%1.0f	0	0.00E+00	1.00E+00	uA	%.4f	1	0	0.00E+00	3.92E-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
SEB	FIL_VDAC_REG_RDBK	0	35	22	0	1	102	1	0xFF	0	%02X	%1.0f	0	0.00E+00	1.00E+00	V	%.4f	1	0	0.00E+00	1.96E-02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
SEB	DET_A_THR_REG_RDBK	0	36	22	0	1	104	1	0xFF	0	%02X	%1.0f	0	0.00E+00	1.00E+00	V	%.4f	1	0	0.00E+00	1.96E-02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
SEB	DET_B_THR_REG_RDBK	0	37	22	0	1	103	1	0xFF	0	%02X	%1.0f	0	0.00E+00	1.00E+00	V	%.4f	1	0	0.00E+00	1.96E-02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
SEB	FOC_A_SRCA_DAC6_REG_RDBK	0	38	22	0	1	105	1	0xFF	0	%02X	%1.0f	0	0.00E+00	1.00E+00	V	%.4f	1	0	-1.00E+02	3.92E-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
SEB	FOC_A_SRCB_DAC7_REG_RDBK	0	39	22	0	1	106	1	0xFF	0	%02X	%1.0f	0	0.00E+00	1.00E+00	V	%.4f	1	0	-1.00E+02	3.92E-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
SEB	GC_EC_DAC8_REG_RDBK	0	40	22	0	1	107	2	0xFFFF	0	%03X	%1.0f	0	0.00E+00	1.00E+00	V	%.4f	1	0	-2.30E+02	1.12E-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
SEB	LDI_EC_DAC9_REG_RDBK	0	41	22	0	1	109	2	0xFFFF	0	%03X	%1.0f	0	0.00E+00	1.00E+00	V	%.4f	1	0	-2.30E+02	1.12E-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
SEB	OUT_A_DAC10_REG_RDBK	0	42	22	0	1	111	2	0xFFFF	0	%03X	%1.0f	0	0.00E+00	1.00E+00	V	%.4f	1	0	-1.00E+02	4.88E-02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
SEB	ION_REP_DAC11_REG_RDBK	0	43	22	0	1	113	2	0xFFFF	0	%03X	%1.0f	0	0.00E+00	1.00E+00	V	%.4f	1	0	1.00E+01	-4.88E-03	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
SEB	ROD_BIAS_DAC12_REG_RDBK	0	44	22	0	1	115	2	0xFFFF	0	%03X	%1.0f	0	0.00E+00	1.00E+00	V	%.4f	1	0	-2.30E+02	1.12E-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
SEB	RF_AMP_DAC13_REG_RDBK	0	45	22	0	1	117	2	0xFFFF	0	%04X	%1.0f	0	0.00E+00	1.00E+00	V	%.4f	1	0	2.51E+03	-3.84E-02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
SEB	AUX_AMP_DAC15_REG_RDBK	0	46	22	0	1	119	2	0xFFFF	0	%04X	%1.0f	0	0.00E+00	1.00E+00	V	%.4f	1	0	0.00E+00	6.10E-04	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
SEB	EM_1_DAC0_SET	0	47	22	0	1	121	1	0xFF	0	%02X	%1.0f	0	0.00E+00	1.00E+00	V	%.4f	1	0	9.91E+02	-1.55E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
SEB	EM_2_DAC1_SET	0	48	22	0	1	122	1	0xFF	0	%02X	%1.0f	0	0.00E+00	1.00E+00	V	%.4f	1	0	9.94E+02	-1.56E+01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
SEB	IS_EDAC_SET	0	49	22	0	1	123	1	0xFF	0	%02X	%1.0f	0	0.00E+00	1.00E+00	uA	%.4f	1	0	0.00E+00	3.92E-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
SEB	FIL_VDAC_SET	0	50	22	0	1	124	1	0xFF	0	%02X	%1.0f	0	0.00E+00	1.00E+00	V	%.4f	1	0	0.00E+00	1.96E-02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
SEB	DET_A_THR_SET	0	51	22	0	1	126	1	0xFF	0	%02X	%1.0f	0	0.00E+00	1.00E+00	V	%.4f	1	0	0.00E+00	1.96E-02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
SEB	DET_B_THR_SET	0	52	22	0	1	125	1	0xFF	0	%02X	%1.0f	0	0.00E+00	1.00E+00	V	%.4f	1	0	0.00E+00	1.96E-02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
SEB	FOC_A_SRCA_DAC6_SET	0	53	22	0	1	127	1	0xFF	0	%02X	%1.0f	0	0.00E+00	1.00E+00	V	%.4f	1	0	-1.00E+02	3.92E-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
SEB	FOC_A_SRCB_DAC7_SET	0	54	22	0	1	128	1	0xFF	0	%02X	%1.0f	0	0.00E+00	1.00E+00	V	%.4f	1	0	-1.00E+02	3.92E-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
SEB	GC_EC_DAC8_SET	0	55	22	0	1	129	2	0xFFFF	0	%03X	%1.0f	0	0.00E+00	1.00E+00	V	%.4f	1	0	-2.30E+02	1.12E-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
SEB	LDI_EC_DAC9_SET	0	56	22	0	1	131	2	0xFFFF	0	%03X	%1.0f	0	0.00E+00	1.00E+00	V	%.4f	1	0	-2.30E+02	1.12E-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
SEB	OUT_A_DAC10_SET	0	57	22	0	1	133	2	0xFFFF	0	%03X	%1.0f	0	0.00E+00	1.00E+00	V	%.4f	1	0	-1.00E+02	4.88E-02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
SEB	ION_REP_DAC11_SET	0	58	22	0	1	135	2	0xFFFF	0	%03X	%1.0f	0	0.00E+00	1.00E+00	V	%.4f	1	0	1.00E+01	-4.88E-03	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
SEB	ROD_BIAS_DAC12_SET	0	59	22	0	1	137	2	0xFFFF	0	%03X	%1.0f	0	0.00E+00	1.00E+00	V	%.4f	1	0	-2.30E+02	1.12E-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
SEB	RF_AMP_DAC13_SET	0	60	22	0	1	139	2	0xFFFF	0	%04X	%1.0f	0	0.00E+00	1.00E+00	V	%.4f	1	0	2.51E+03	-3.84E-02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
SEB	AUX_AMP_DAC15_SET	0	61	22	0	1	141	2	0xFFFF	0	%04X	%1.0f	0	0.00E+00	1.00E+00	V	%.4f	1	0	0.00E+00	6.10E-04	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
SEB	RF_AMP_MON	0	62	22	0	1	143	2	0xFFFF	0	%04X	%.3f	1	-5.00E+00	1.53E-04	V	%.1f	1	1	-8.94E+00	-2.55E+02	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
SEB	RF_MEAS_TIME_RDBK	0	63	22	0	1	145	2	0xFFFF	0	%04X	%.3f	0	0.00E+00	1.00E+00		%1.0f	0	0	0.00E+00	1.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
SEB	RF_FREQ_MEAS	0	64	22	0	1	147	3	0xFFFFFF	0	%06X	%.3f	0	0.00E+00	1.00E+00		%1.0f	0	0	0.00E+00	1.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
SEB	SEQ_MARK	0	65	22	0	1	150	1	0xFF	0	%02X	%.3f	0	0.00E+00	1.00E+00	Mark	%1.0f	0	0	0.00E+00	1.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
SEB	RAM_EDAC_SCRUB_CNTR	0	66	22	0	1	151	1	0xC0	6	%d	%1.0f	0	0.00E+00	1.00E+00		%1.0f	0	0	0.00E+00	1.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
SEB	RAM_EDAC_CORRECTIONS	0	67	22	0	1	151	1	0x30	4	%d	%1.0f	0	0.00E+00	1.00E+00		%1.0f	0	0	0.00E+00	1.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
SEB	RAM_SCRUB_ACTIVE	0	68	22	0	1	151	1	0x08	3	%d	%1.0f	0	0.00E+00	1.00E+00	bool	%1.0f	0	0	0.00E+00	1.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
SEB	RAM_INIT_DONE	0	69	22	0	1	151	1	0x04	2	%d	%1.0f	0	0.00E+00	1.00E+00	bool	%1.0f	0	0	0.00E+00	1.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
SEB	SEQ_STATUS_UNUSED	0	70	22	0	1	151	1	0x02	1	%d	%1.0f	0	0.00E+00	1.00E+00		%1.0f	0	0	0.00E+00	1.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
SEB	SEQUENCE_RUNNING	0	71	22	0	1	151	1	0x01	0	%d	%1.0f	0	0.00E+00	1.00E+00	bool	%1.0f	0	0	0.00E+00	1.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
SEB	ASYNC_TX_FIFO_UNCORRECT_ERR	0	72	22	0	1	152	2	0xC000	14	%d	%1.0f	0	0.00E+00	1.00E+00	errors	%1.0f	0	0	0.00E+00	1.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
SEB	RX_PKT_FIFO_UNCORRECT_ERR	0	73	22	0	1	152	2	0x3000	12	%d	%1.0f	0	0.00E+00	1.00E+00	errors	%1.0f	0	0	0.00E+00	1.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
SEB	SCI_PKT_FIFO_UNCORRECT_ERR	0	74	22	0	1	152	2	0x0C00	10	%d	%1.0f	0	0.00E+00	1.00E+00	errors	%1.0f	0	0	0.00E+00	1.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
SEB	ACK_PKT_FIFO_UNCORRECT_ERR	0	75	22	0	1	152	2	0x0300	8	%d	%1.0f	0	0.00E+00	1.00E+00	errors	%1.0f	0	0	0.00E+00	1.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
SEB	HK_PKT_FIFO_UNCORRECT_ERR	0	76	22	0	1	152	2	0x00C0	6	%d	%1.0f	0	0.00E+00	1.00E+00	errors	%1.0f	0	0	0.00E+00	1.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
SEB	CMD_FIFO_UNCORRECT_ERR	0	77	22	0	1	152	2	0x0030	4	%d	%1.0f	0	0.00E+00	1.00E+00	errors	%1.0f	0	0	0.00E+00	1.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
SEB	SEQ_RAM_UNCORRECT_ERR	0	78	22	0	1	152	2	0x000C	2	%d	%1.0f	0	0.00E+00	1.00E+00	errors	%1.0f	0	0	0.00E+00	1.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
SEB	ASYNC_RX_FIFO_UNCORRECT_ERR	0	79	22	0	1	152	2	0x0003	0	%d	%1.0f	0	0.00E+00	1.00E+00	errors	%1.0f	0	0	0.00E+00	1.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
SEB	SCI_PKT_ENA	0	80	22	0	1	154	1	0x20	5	%d	%1.0f	0	0.00E+00	1.00E+00	bool	%1.0f	0	0	0.00E+00	1.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
SEB	SCAN_STATUS_PKT_ENA	0	81	22	0	1	154	1	0x10	4	%d	%1.0f	0	0.00E+00	1.00E+00	bool	%1.0f	0	0	0.00E+00	1.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
SEB	DDS_DUMP_PKT_ENA	0	82	22	0	1	154	1	0x08	3	%d	%1.0f	0	0.00E+00	1.00E+00	bool	%1.0f	0	0	0.00E+00	1.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
SEB	SEQ_DUMP_PKT_ENA	0	83	22	0	1	154	1	0x04	2	%d	%1.0f	0	0.00E+00	1.00E+00	bool	%1.0f	0	0	0.00E+00	1.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
SEB	HK_PKT_ENA	0	84	22	0	1	154	1	0x02	1	%d	%1.0f	0	0.00E+00	1.00E+00	bool	%1.0f	0	0	0.00E+00	1.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
SEB	ACK_PKT_ENA	0	85	22	0	1	154	1	0x01	0	%d	%1.0f	0	0.00E+00	1.00E+00	bool	%1.0f	0	0	0.00E+00	1.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
SEB	BIN_TIME_RDBK	0	86	22	0	1	155	2	0xFFFF	0	%04X	%1.0f	0	0.00E+00	1.00E+00	us	%.1f	1	0	0.00E+00	1.00E-01	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
SEB	ASYNC_TX_FIFO_CORRECT_ERR	0	87	22	0	1	157	2	0xC000	14	%d	%1.0f	0	0.00E+00	1.00E+00	errors	%1.0f	0	0	0.00E+00	1.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
SEB	RX_PKT_FIFO_CORRECT_ERR	0	88	22	0	1	157	2	0x3000	12	%d	%1.0f	0	0.00E+00	1.00E+00	errors	%1.0f	0	0	0.00E+00	1.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
SEB	SCI_PKT_FIFO_CORRECT_ERR	0	89	22	0	1	157	2	0x0C00	10	%d	%1.0f	0	0.00E+00	1.00E+00	errors	%1.0f	0	0	0.00E+00	1.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
SEB	ACK_PKT_FIFO_CORRECT_ERR	0	90	22	0	1	157	2	0x0300	8	%d	%1.0f	0	0.00E+00	1.00E+00	errors	%1.0f	0	0	0.00E+00	1.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0.00E+00	0	0	0	0	0	0	0
